FindingCode,Severity,ScopeName,RuleName,Issue,Recommendation,EstimatedMinutesToResolve,ObjectValue,DuplicateObjectNames,DuplicateCount,AnyCount,LogSetting,ProfileGroup,ShadowingRule
DUP_OBJ,low,shared,DOMLS620,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.128.25/32,DOMLS620;I5,2,,,,
DUP_OBJ,low,shared,I5,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.128.25/32,DOMLS620;I5,2,,,,
DUP_OBJ,low,shared,CTQQTDC3,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.128.14/32,CTQQTDC3;CTQDC3,2,,,,
DUP_OBJ,low,shared,CTQDC3,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.128.14/32,CTQQTDC3;CTQDC3,2,,,,
DUP_OBJ,low,shared,SERVER-NET,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.128.0/24,SERVER-NET;Server Range 10.68.128.0,2,,,,
DUP_OBJ,low,shared,Server Range 10.68.128.0,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.128.0/24,SERVER-NET;Server Range 10.68.128.0,2,,,,
DUP_OBJ,low,shared,DMZ-DC,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.56.120/32,DMZ-DC;CTQDMZDC1,2,,,,
DUP_OBJ,low,shared,CTQDMZDC1,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.68.56.120/32,DMZ-DC;CTQDMZDC1,2,,,,
DUP_OBJ,low,shared,CTQ_Hollywood_FL,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.255.201.0/24,CTQ_Hollywood_FL;OBJ-10.255.201.0,2,,,,
DUP_OBJ,low,shared,OBJ-10.255.201.0,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.255.201.0/24,CTQ_Hollywood_FL;OBJ-10.255.201.0,2,,,,
DUP_OBJ,low,shared,CTQQTDC1,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.128.1.10/32,CTQQTDC1;10.128.1.10,2,,,,
DUP_OBJ,low,shared,10.128.1.10,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.128.1.10/32,CTQQTDC1;10.128.1.10,2,,,,
DUP_OBJ,low,shared,ELV-RDMS-Server,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.214.6.2/32,ELV-RDMS-Server;ELVCR,2,,,,
DUP_OBJ,low,shared,ELVCR,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.214.6.2/32,ELV-RDMS-Server;ELVCR,2,,,,
DUP_OBJ,low,shared,CTQexch13-a,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.128.1.121/32,CTQexch13-a;CTQEXCH13-A,2,,,,
DUP_OBJ,low,shared,CTQEXCH13-A,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.128.1.121/32,CTQexch13-a;CTQEXCH13-A,2,,,,
DUP_OBJ,low,shared,CTQexch13-b,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.128.1.122/32,CTQexch13-b;CTQEXCH13-B,2,,,,
DUP_OBJ,low,shared,CTQEXCH13-B,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,10.128.1.122/32,CTQexch13-b;CTQEXCH13-B,2,,,,
DUP_OBJ,low,shared,Mac-woodstock,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,207.236.52.154/32,Mac-woodstock;Mac-Woodstock,2,,,,
DUP_OBJ,low,shared,Mac-Woodstock,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,207.236.52.154/32,Mac-woodstock;Mac-Woodstock,2,,,,
DUP_OBJ,low,shared,N-122.121.5.0-24,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.0/24,N-122.121.5.0-24;Calgary-Public-122.121.5.0,2,,,,
DUP_OBJ,low,shared,Calgary-Public-122.121.5.0,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.0/24,N-122.121.5.0-24;Calgary-Public-122.121.5.0,2,,,,
DUP_OBJ,low,shared,H-122.121.5.19,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.19/32,H-122.121.5.19;DOLPHINWEB-NAT,2,,,,
DUP_OBJ,low,shared,DOLPHINWEB-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.19/32,H-122.121.5.19;DOLPHINWEB-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.26,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.26/32,H-122.121.5.26;MACI-WEB-NAPM-FTP-NAT,2,,,,
DUP_OBJ,low,shared,MACI-WEB-NAPM-FTP-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.26/32,H-122.121.5.26;MACI-WEB-NAPM-FTP-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.22,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.22/32,H-122.121.5.22;APR-WEB-NAT,2,,,,
DUP_OBJ,low,shared,APR-WEB-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.22/32,H-122.121.5.22;APR-WEB-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.23,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.23/32,H-122.121.5.23;MACI-WEB-NAT,2,,,,
DUP_OBJ,low,shared,MACI-WEB-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.23/32,H-122.121.5.23;MACI-WEB-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.28,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.28/32,H-122.121.5.28;SFTP-NAT,2,,,,
DUP_OBJ,low,shared,SFTP-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.28/32,H-122.121.5.28;SFTP-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.25,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.25/32,H-122.121.5.25;MACI-WEB-ARK-KY.COM-NAT,2,,,,
DUP_OBJ,low,shared,MACI-WEB-ARK-KY.COM-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.25/32,H-122.121.5.25;MACI-WEB-ARK-KY.COM-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.30,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.30/32,H-122.121.5.30;HELP.CTQAMERICA.COM-NAT,2,,,,
DUP_OBJ,low,shared,HELP.CTQAMERICA.COM-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.30/32,H-122.121.5.30;HELP.CTQAMERICA.COM-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.10,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.10/32,H-122.121.5.10;CTQWEB-NAT,2,,,,
DUP_OBJ,low,shared,CTQWEB-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.10/32,H-122.121.5.10;CTQWEB-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.20,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.20/32,H-122.121.5.20;MOBILE-IRON-MGMT-NAT,2,,,,
DUP_OBJ,low,shared,MOBILE-IRON-MGMT-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.20/32,H-122.121.5.20;MOBILE-IRON-MGMT-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.11,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.11/32,H-122.121.5.11;CTQQTCUP1-NAT,2,,,,
DUP_OBJ,low,shared,CTQQTCUP1-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.11/32,H-122.121.5.11;CTQQTCUP1-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.35,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.35/32,H-122.121.5.35;PORTAL-NAT,2,,,,
DUP_OBJ,low,shared,PORTAL-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.35/32,H-122.121.5.35;PORTAL-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.41,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.41/32,H-122.121.5.41;ESRS1-NAT,2,,,,
DUP_OBJ,low,shared,ESRS1-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.41/32,H-122.121.5.41;ESRS1-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.42,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.42/32,H-122.121.5.42;ESRS2-NAT,2,,,,
DUP_OBJ,low,shared,ESRS2-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.42/32,H-122.121.5.42;ESRS2-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.48,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.48/32,H-122.121.5.48;CTQ-WEB2-NAT,2,,,,
DUP_OBJ,low,shared,CTQ-WEB2-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.48/32,H-122.121.5.48;CTQ-WEB2-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.50,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.50/32,H-122.121.5.50;DMZ-ADFS-VIP-NAT,2,,,,
DUP_OBJ,low,shared,DMZ-ADFS-VIP-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.50/32,H-122.121.5.50;DMZ-ADFS-VIP-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.51,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.51/32,H-122.121.5.51;ADFS-HYBRID-SERVER-NAT,2,,,,
DUP_OBJ,low,shared,ADFS-HYBRID-SERVER-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.51/32,H-122.121.5.51;ADFS-HYBRID-SERVER-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.55,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.55/32,H-122.121.5.55;CTQVCS-VIDEO-NAT,2,,,,
DUP_OBJ,low,shared,CTQVCS-VIDEO-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.55/32,H-122.121.5.55;CTQVCS-VIDEO-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.58,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.58/32,H-122.121.5.58;ELV-RDMS-Server-NAT,2,,,,
DUP_OBJ,low,shared,ELV-RDMS-Server-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.58/32,H-122.121.5.58;ELV-RDMS-Server-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.65,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.65/32,H-122.121.5.65;HYBRID-VIP-NAT,2,,,,
DUP_OBJ,low,shared,HYBRID-VIP-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.65/32,H-122.121.5.65;HYBRID-VIP-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.46,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.46/32,H-122.121.5.46;GMIREPORT-NAT,2,,,,
DUP_OBJ,low,shared,GMIREPORT-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.46/32,H-122.121.5.46;GMIREPORT-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.66,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.66/32,H-122.121.5.66;CTQEXCH13-A-NAT,2,,,,
DUP_OBJ,low,shared,CTQEXCH13-A-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.66/32,H-122.121.5.66;CTQEXCH13-A-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.67,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.67/32,H-122.121.5.67;CTQEXCH13-B-NAT,2,,,,
DUP_OBJ,low,shared,CTQEXCH13-B-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.67/32,H-122.121.5.67;CTQEXCH13-B-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.80,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.80/32,H-122.121.5.80;DMZADFS01-VIP-NAT,2,,,,
DUP_OBJ,low,shared,DMZADFS01-VIP-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.80/32,H-122.121.5.80;DMZADFS01-VIP-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.76,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.76/32,H-122.121.5.76;10.99.1.202-NAT,2,,,,
DUP_OBJ,low,shared,10.99.1.202-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.76/32,H-122.121.5.76;10.99.1.202-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.77,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.77/32,H-122.121.5.77;VortexRDP-Gateway-NAT,2,,,,
DUP_OBJ,low,shared,VortexRDP-Gateway-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.77/32,H-122.121.5.77;VortexRDP-Gateway-NAT,2,,,,
DUP_OBJ,low,shared,H-122.121.5.130,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.130/32,H-122.121.5.130;VORTEX-DMZ-VIP-NAT,2,,,,
DUP_OBJ,low,shared,VORTEX-DMZ-VIP-NAT,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,122.121.5.130/32,H-122.121.5.130;VORTEX-DMZ-VIP-NAT,2,,,,
DUP_OBJ,low,shared,ZAC-R-2911-WC-1,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,201.116.228.242,ZAC-R-2911-WC-1;ZAC-PRI-201.116.228.242,2,,,,
DUP_OBJ,low,shared,ZAC-PRI-201.116.228.242,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,201.116.228.242,ZAC-R-2911-WC-1;ZAC-PRI-201.116.228.242,2,,,,
DUP_OBJ,low,shared,ZAC-R-2911-WC-2,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,189.195.30.190,ZAC-R-2911-WC-2;ZAC-SEC-189.195.30.190,2,,,,
DUP_OBJ,low,shared,ZAC-SEC-189.195.30.190,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,189.195.30.190,ZAC-R-2911-WC-2;ZAC-SEC-189.195.30.190,2,,,,
DUP_OBJ,low,shared,Silao10Mbps,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,189.199.122.30,Silao10Mbps;SIL-SEC-189.199.122.30,2,,,,
DUP_OBJ,low,shared,SIL-SEC-189.199.122.30,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,189.199.122.30,Silao10Mbps;SIL-SEC-189.199.122.30,2,,,,
DUP_OBJ,low,shared,NYC-DMVPN-PUBLIC-38.122.191.3,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,38.122.191.3,NYC-DMVPN-PUBLIC-38.122.191.3;NewYork-Public,2,,,,
DUP_OBJ,low,shared,NewYork-Public,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,38.122.191.3,NYC-DMVPN-PUBLIC-38.122.191.3;NewYork-Public,2,,,,
DUP_OBJ,low,shared,N-64.141.143.64-28,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,64.141.143.64/28,N-64.141.143.64-28;US-Signal-Public-64.141.143.64,2,,,,
DUP_OBJ,low,shared,US-Signal-Public-64.141.143.64,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,64.141.143.64/28,N-64.141.143.64-28;US-Signal-Public-64.141.143.64,2,,,,
DUP_OBJ,low,shared,SLP-Axtel-10M-148.243.89.202,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,148.243.89.202,SLP-Axtel-10M-148.243.89.202;SLP CTQ DIA,2,,,,
DUP_OBJ,low,shared,SLP CTQ DIA,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,148.243.89.202,SLP-Axtel-10M-148.243.89.202;SLP CTQ DIA,2,,,,
DUP_OBJ,low,shared,Tierrascalientes-public-2,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,201.151.154.156,Tierrascalientes-public-2;AGC-SEC-201.151.154.156,2,,,,
DUP_OBJ,low,shared,AGC-SEC-201.151.154.156,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,201.151.154.156,Tierrascalientes-public-2;AGC-SEC-201.151.154.156,2,,,,
DUP_OBJ,low,shared,Durango-public-2,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,189.197.187.14,Durango-public-2;DUR-SEC-189.197.187.14,2,,,,
DUP_OBJ,low,shared,DUR-SEC-189.197.187.14,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,189.197.187.14,Durango-public-2;DUR-SEC-189.197.187.14,2,,,,
DUP_OBJ,low,shared,Laredo-Public-2,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,12.245.212.98,Laredo-Public-2;Laredo-DIA-DMVPN-2,2,,,,
DUP_OBJ,low,shared,Laredo-DIA-DMVPN-2,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,12.245.212.98,Laredo-Public-2;Laredo-DIA-DMVPN-2,2,,,,
DUP_OBJ,low,shared,San-Luis-Potosi-WH-FW,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,201.151.105.242,San-Luis-Potosi-WH-FW;SLW-PRI-201.151.105.242,2,,,,
DUP_OBJ,low,shared,SLW-PRI-201.151.105.242,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,201.151.105.242,San-Luis-Potosi-WH-FW;SLW-PRI-201.151.105.242,2,,,,
DUP_OBJ,low,shared,URL-detecnorecepcion.QE,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,detecnorecepcion.QE,URL-detecnorecepcion.QE;fqdn-detecnorecepcion.QE,2,,,,
DUP_OBJ,low,shared,fqdn-detecnorecepcion.QE,Duplicate address object value detected,Review duplicate address objects and consolidate where appropriate.,5,detecnorecepcion.QE,URL-detecnorecepcion.QE;fqdn-detecnorecepcion.QE,2,,,,
SHADOW_RULE,medium,Apex WH,Allowed Apps,Rule is shadowed by earlier rule 'Streaming Media Web',"Review rule order. Consider moving 'Allowed Apps' above 'Streaming Media Web' if needed, or remove it if redundant.",15,,,0,,,,Streaming Media Web
MSEL,medium,Apex WH,Allow SSH,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MSP,high,Apex WH,Allow SSH,No security profile group or individual security profiles applied,Apply an approved security profile group or the required individual security profiles.,15,,,0,,,,
MDR,low,Apex WH,Allow SSH,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,DMPVPN Inbound,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,DMPVPN Inbound,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MSP,high,Apex WH,DMPVPN Inbound,No security profile group or individual security profiles applied,Apply an approved security profile group or the required individual security profiles.,15,,,0,,,,
MDR,low,Apex WH,DMPVPN Inbound,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,DMVPN,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,DMVPN,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MSP,high,Apex WH,DMVPN,No security profile group or individual security profiles applied,Apply an approved security profile group or the required individual security profiles.,15,,,0,,,,
MDR,low,Apex WH,DMVPN,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
DR,low,Apex WH,Executive Users,Rule is disabled,Review whether this disabled rule is still needed or should be removed.,5,,,0,,,,
OPR,medium,Apex WH,Streaming Media Web,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,Streaming Media Web,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Streaming Media Web,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,Social Media Web,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,Social Media Web,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Social Media Web,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,Common-Web,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,Common-Web,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Common-Web,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,high,Apex WH,Alternate ports http,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",20,,,0,3,,,
MSEL,medium,Apex WH,Alternate ports http,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Alternate ports http,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,Allowed Apps,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,Allowed Apps,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Allowed Apps,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,Allowed Apps Alternate ports,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,Allowed Apps Alternate ports,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Allowed Apps Alternate ports,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,CAQUE vpn,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,CAQUE vpn,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,CAQUE vpn,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,CAQUE Scan to email,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,CAQUE Scan to email,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,CAQUE Scan to email,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,CAQUE EPM Application,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,CAQUE EPM Application,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,CAQUE EPM Application,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
MSEL,medium,Apex WH,Guest DNS,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Guest DNS,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,high,Apex WH,Missed Apps,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",20,,,0,3,,,
MSEL,medium,Apex WH,Missed Apps,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Missed Apps,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Apex WH,Superticket Portal,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Apex WH,Superticket Portal,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Superticket Portal,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
MSEL,medium,Apex WH,Telcelinstitucional.com,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Telcelinstitucional.com,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
MSEL,medium,Apex WH,Facturacion.gasnoel.com.QE,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Apex WH,Facturacion.gasnoel.com.QE,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
MSEL,medium,Apex WH,Dev3 on Azure,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
SHADOW_RULE,medium,Tierrascalientes,Streaming Media Web Access,Rule is shadowed by earlier rule 'Executive Users',"Review rule order. Consider moving 'Streaming Media Web Access' above 'Executive Users' if needed, or remove it if redundant.",15,,,0,,,,Executive Users
SHADOW_RULE,medium,Tierrascalientes,Allowed Apps,Rule is shadowed by earlier rule 'Executive Users',"Review rule order. Consider moving 'Allowed Apps' above 'Executive Users' if needed, or remove it if redundant.",15,,,0,,,,Executive Users
MSEL,medium,Tierrascalientes,SSH Access,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Tierrascalientes,SSH Access,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
MSEL,medium,Tierrascalientes,Orion monitoring,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MLF,medium,Tierrascalientes,Orion monitoring,No log forwarding profile configured,Apply the approved Panorama log forwarding profile.,10,,,0,,,,
MDR,low,Tierrascalientes,Orion monitoring,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
OPR,medium,Tierrascalientes,DMVPN-VRF1,Overly permissive rule detected,"Restrict source, destination, service, and/or application scope.",15,,,0,2,,,
MSEL,medium,Tierrascalientes,DMVPN-VRF1,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
MDR,low,Tierrascalientes,DMVPN-VRF1,Rule description is missing,Add a meaningful rule description to improve maintainability.,5,,,0,,,,
MSEL,medium,Tierrascalientes,DMVPN VRF1 Inbound,Session-end logging is disabled,Enable log at session end for improved auditability and troubleshooting.,10,,,0,,,,
